Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 292 | GridSize: 2
Generation 2 | Revalues: 476 | GridSize: 4
Generation 3 | Revalues: 662 | GridSize: 4
Generation 4 | Revalues: 890 | GridSize: 4
Generation 5 | Revalues: 1090 | GridSize: 4
Generation 6 | Revalues: 1304 | GridSize: 3
Generation 7 | Revalues: 1490 | GridSize: 3
Generation 8 | Revalues: 1686 | GridSize: 3
Generation 9 | Revalues: 1922 | GridSize: 3
Generation 10 | Revalues: 2134 | GridSize: 3
Generation 11 | Revalues: 2324 | GridSize: 3
Generation 12 | Revalues: 2532 | GridSize: 4
Generation 13 | Revalues: 2730 | GridSize: 4
Generation 14 | Revalues: 2944 | GridSize: 4
Generation 15 | Revalues: 3136 | GridSize: 4
Generation 16 | Revalues: 3326 | GridSize: 4
Generation 17 | Revalues: 3514 | GridSize: 4
Generation 18 | Revalues: 3702 | GridSize: 4
Generation 19 | Revalues: 3906 | GridSize: 4
Generation 20 | Revalues: 4118 | GridSize: 4
Generation 21 | Revalues: 4280 | GridSize: 4
Generation 22 | Revalues: 4508 | GridSize: 4
Generation 23 | Revalues: 4728 | GridSize: 4
Generation 24 | Revalues: 4922 | GridSize: 4
Generation 25 | Revalues: 5106 | GridSize: 4
Generation 26 | Revalues: 5322 | GridSize: 4
Generation 27 | Revalues: 5520 | GridSize: 4
Generation 28 | Revalues: 5736 | GridSize: 4
Generation 29 | Revalues: 5912 | GridSize: 4
Generation 30 | Revalues: 6116 | GridSize: 4
Generation 31 | Revalues: 6326 | GridSize: 4
Generation 32 | Revalues: 6540 | GridSize: 4
Generation 33 | Revalues: 6752 | GridSize: 4
Generation 34 | Revalues: 6944 | GridSize: 4
Generation 35 | Revalues: 7172 | GridSize: 4
Generation 36 | Revalues: 7388 | GridSize: 4
Generation 37 | Revalues: 7612 | GridSize: 4
Generation 38 | Revalues: 7804 | GridSize: 4
Generation 39 | Revalues: 8002 | GridSize: 4
Generation 40 | Revalues: 8202 | GridSize: 4
Generation 41 | Revalues: 8400 | GridSize: 4
Generation 42 | Revalues: 8610 | GridSize: 4
Generation 43 | Revalues: 8798 | GridSize: 4
Generation 44 | Revalues: 8970 | GridSize: 4
Generation 45 | Revalues: 9172 | GridSize: 4
Generation 46 | Revalues: 9386 | GridSize: 4
Generation 47 | Revalues: 9572 | GridSize: 4
Generation 48 | Revalues: 9788 | GridSize: 4
Generation 49 | Revalues: 9988 | GridSize: 4
Generation 50 | Revalues: 10194 | GridSize: 4
Generation 51 | Revalues: 10400 | GridSize: 4
Generation 52 | Revalues: 10590 | GridSize: 4
Generation 53 | Revalues: 10798 | GridSize: 4
Generation 54 | Revalues: 11030 | GridSize: 4
Generation 55 | Revalues: 11218 | GridSize: 4
Generation 56 | Revalues: 11424 | GridSize: 4
Generation 57 | Revalues: 11638 | GridSize: 4
Generation 58 | Revalues: 11838 | GridSize: 4
Generation 59 | Revalues: 12022 | GridSize: 4
Generation 60 | Revalues: 12208 | GridSize: 4
Generation 61 | Revalues: 12414 | GridSize: 4
Generation 62 | Revalues: 12612 | GridSize: 4
Generation 63 | Revalues: 12802 | GridSize: 4
Generation 64 | Revalues: 12994 | GridSize: 4
Generation 65 | Revalues: 13210 | GridSize: 4
Generation 66 | Revalues: 13394 | GridSize: 4
Generation 67 | Revalues: 13598 | GridSize: 4
Generation 68 | Revalues: 13780 | GridSize: 4
Generation 69 | Revalues: 13992 | GridSize: 4
Generation 70 | Revalues: 14192 | GridSize: 4
Generation 71 | Revalues: 14406 | GridSize: 4
Generation 72 | Revalues: 14600 | GridSize: 4
Generation 73 | Revalues: 14794 | GridSize: 4
Generation 74 | Revalues: 14964 | GridSize: 4
Generation 75 | Revalues: 15166 | GridSize: 4
Generation 76 | Revalues: 15378 | GridSize: 4
Generation 77 | Revalues: 15566 | GridSize: 4
Generation 78 | Revalues: 15744 | GridSize: 4
Generation 79 | Revalues: 15942 | GridSize: 4
Generation 80 | Revalues: 16122 | GridSize: 4
Generation 81 | Revalues: 16316 | GridSize: 4
Generation 82 | Revalues: 16522 | GridSize: 4
Generation 83 | Revalues: 16734 | GridSize: 1
Generation 84 | Revalues: 16956 | GridSize: 1
Generation 85 | Revalues: 17142 | GridSize: 1
Generation 86 | Revalues: 17346 | GridSize: 1
Generation 87 | Revalues: 17544 | GridSize: 1
Generation 88 | Revalues: 17754 | GridSize: 1
Generation 89 | Revalues: 17942 | GridSize: 1
Generation 90 | Revalues: 18120 | GridSize: 1
Generation 91 | Revalues: 18310 | GridSize: 1
Generation 92 | Revalues: 18510 | GridSize: 1
Generation 93 | Revalues: 18718 | GridSize: 1
Generation 94 | Revalues: 18920 | GridSize: 1
Generation 95 | Revalues: 19084 | GridSize: 1
Generation 96 | Revalues: 19268 | GridSize: 1
Generation 97 | Revalues: 19452 | GridSize: 1
Generation 98 | Revalues: 19680 | GridSize: 1
Generation 99 | Revalues: 19868 | GridSize: 1
Generation 100 | Revalues: 20088 | GridSize: 1
Generation 101 | Revalues: 20308 | GridSize: 1
Generation 102 | Revalues: 20498 | GridSize: 1
Generation 103 | Revalues: 20708 | GridSize: 1
Generation 104 | Revalues: 20912 | GridSize: 1
Generation 105 | Revalues: 21096 | GridSize: 1
Generation 106 | Revalues: 21316 | GridSize: 1
Generation 107 | Revalues: 21534 | GridSize: 1
Generation 108 | Revalues: 21722 | GridSize: 1
Generation 109 | Revalues: 21920 | GridSize: 1
Generation 110 | Revalues: 22090 | GridSize: 1
Generation 111 | Revalues: 22282 | GridSize: 1
Generation 112 | Revalues: 22494 | GridSize: 1
Generation 113 | Revalues: 22696 | GridSize: 1
