Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 310 | GridSize: 10
Generation 2 | Revalues: 502 | GridSize: 9
Generation 3 | Revalues: 700 | GridSize: 10
Generation 4 | Revalues: 898 | GridSize: 12
Generation 5 | Revalues: 1116 | GridSize: 13
Generation 6 | Revalues: 1310 | GridSize: 14
Generation 7 | Revalues: 1506 | GridSize: 10
Generation 8 | Revalues: 1734 | GridSize: 10
Generation 9 | Revalues: 1924 | GridSize: 10
Generation 10 | Revalues: 2128 | GridSize: 11
Generation 11 | Revalues: 2326 | GridSize: 11
Generation 12 | Revalues: 2538 | GridSize: 11
Generation 13 | Revalues: 2756 | GridSize: 13
Generation 14 | Revalues: 2960 | GridSize: 13
Generation 15 | Revalues: 3178 | GridSize: 10
Generation 16 | Revalues: 3370 | GridSize: 7
Generation 17 | Revalues: 3576 | GridSize: 7
Generation 18 | Revalues: 3794 | GridSize: 8
Generation 19 | Revalues: 3992 | GridSize: 8
Generation 20 | Revalues: 4184 | GridSize: 8
Generation 21 | Revalues: 4412 | GridSize: 8
Generation 22 | Revalues: 4612 | GridSize: 8
Generation 23 | Revalues: 4824 | GridSize: 8
Generation 24 | Revalues: 5018 | GridSize: 8
Generation 25 | Revalues: 5202 | GridSize: 9
Generation 26 | Revalues: 5420 | GridSize: 9
Generation 27 | Revalues: 5616 | GridSize: 9
Generation 28 | Revalues: 5814 | GridSize: 9
Generation 29 | Revalues: 6014 | GridSize: 9
Generation 30 | Revalues: 6230 | GridSize: 9
Generation 31 | Revalues: 6446 | GridSize: 9
Generation 32 | Revalues: 6672 | GridSize: 9
Generation 33 | Revalues: 6864 | GridSize: 10
Generation 34 | Revalues: 7066 | GridSize: 10
Generation 35 | Revalues: 7254 | GridSize: 10
Generation 36 | Revalues: 7454 | GridSize: 10
Generation 37 | Revalues: 7658 | GridSize: 10
Generation 38 | Revalues: 7850 | GridSize: 10
Generation 39 | Revalues: 8046 | GridSize: 10
Generation 40 | Revalues: 8242 | GridSize: 10
Generation 41 | Revalues: 8434 | GridSize: 10
Generation 42 | Revalues: 8638 | GridSize: 10
Generation 43 | Revalues: 8842 | GridSize: 10
Generation 44 | Revalues: 9036 | GridSize: 10
Generation 45 | Revalues: 9234 | GridSize: 10
Generation 46 | Revalues: 9420 | GridSize: 10
Generation 47 | Revalues: 9608 | GridSize: 10
Generation 48 | Revalues: 9804 | GridSize: 10
Generation 49 | Revalues: 10018 | GridSize: 10
Generation 50 | Revalues: 10200 | GridSize: 11
Generation 51 | Revalues: 10404 | GridSize: 11
Generation 52 | Revalues: 10594 | GridSize: 11
Generation 53 | Revalues: 10788 | GridSize: 11
Generation 54 | Revalues: 10986 | GridSize: 11
Generation 55 | Revalues: 11200 | GridSize: 11
Generation 56 | Revalues: 11418 | GridSize: 12
Generation 57 | Revalues: 11626 | GridSize: 12
Generation 58 | Revalues: 11830 | GridSize: 12
Generation 59 | Revalues: 12024 | GridSize: 12
Generation 60 | Revalues: 12226 | GridSize: 13
Generation 61 | Revalues: 12440 | GridSize: 13
Generation 62 | Revalues: 12646 | GridSize: 14
Generation 63 | Revalues: 12868 | GridSize: 14
Generation 64 | Revalues: 13042 | GridSize: 14
Generation 65 | Revalues: 13244 | GridSize: 14
Generation 66 | Revalues: 13442 | GridSize: 14
Generation 67 | Revalues: 13660 | GridSize: 14
Generation 68 | Revalues: 13850 | GridSize: 15
Generation 69 | Revalues: 14058 | GridSize: 15
Generation 70 | Revalues: 14276 | GridSize: 15
Generation 71 | Revalues: 14476 | GridSize: 17
Generation 72 | Revalues: 14678 | GridSize: 17
Generation 73 | Revalues: 14904 | GridSize: 17
Generation 74 | Revalues: 15092 | GridSize: 17
Generation 75 | Revalues: 15288 | GridSize: 17
Generation 76 | Revalues: 15496 | GridSize: 17
Generation 77 | Revalues: 15674 | GridSize: 17
Generation 78 | Revalues: 15862 | GridSize: 17
Generation 79 | Revalues: 16056 | GridSize: 16
